0,0,0
-0.12505,0.47532,0.04386
0.50067,0.98543,0.4303
0.30326,1.1273,0.40443
0.046185,1.3142,0.2747
-0.2283,3.1729,0.66155
-1.598,2.4136,-0.53122
-0.79472,1.4611,-0.554
-0.67484,1.96,-0.51161
-0.84261,1.8479,-0.48429
-0.50813,2.0606,0.16941
-0.44629,1.7277,0.59086
0.23487,2.4791,0.98589
-0.55568,1.0123,0.33001
-0.58974,0.53186,-0.05674
-0.23653,1.096,-0.09485
-0.31809,1.1457,-0.16368
-0.22617,1.5481,-0.07411
0.00101,2.3933,0.143
-0.80977,1.1644,-0.20111
-0.81784,0.782,-0.38919
-0.61113,0.85663,-0.30485
-0.81934,0.7355,-0.3176
-1.5486,-0.28131,-0.98987
-1.6066,-1.0513,-1.3428
-0.76719,-0.41274,-0.69261
-0.84446,-0.83907,-0.90184
-0.77798,-0.74865,-1.2592
-0.58426,-0.34943,-1.1715
-0.16935,0.013893,-0.49605
-0.11298,-0.19915,-0.05681
-0.22301,-0.13646,-0.10257
-0.74014,0.47308,-0.11021
-0.76915,1.2101,0.41751
-0.61161,0.49362,0.75325
-0.34384,0.20251,0.88423
-0.2731,0.51366,1.0931
-0.68984,0.082069,0.77928
-0.79976,-0.18714,0.35538
-0.72579,0.063032,0.26567
-0.92301,0.23345,0.32912
-1.7217,0.18568,0.35252
-2.4636,0.23827,0.06373
-3.1487,-0.75615,-0.71418
-2.5519,-0.51849,-0.5843
-2.0092,-0.30408,-0.42191
-1.8012,-0.043021,-0.13747
-1.6861,0.37747,0.09627
-1.9332,0.087651,-0.29149
-2.0379,0.32562,-0.5809
-2.292,0.4369,-1.0164
-2.2414,0.36899,-0.98288
-2.147,0.47767,-0.77582
-1.9946,1.0207,-0.59482
-1.6616,1.4293,-0.46138
-1.3456,1.6751,-0.53461
-1.0802,1.549,-0.83822
-0.88021,1.2199,-1.0051
-0.85647,1.1044,-1.1674
-0.80316,0.95855,-1.2382
-0.65249,0.96628,-1.0272
-0.50723,1.1187,-0.77196
-0.40961,1.0869,-0.68904
-0.43028,0.77284,-0.67934
-0.54545,0.59033,-0.44722
-0.61951,0.7416,-0.02786
-0.64406,0.75732,0.1888
-0.7171,0.61219,0.17465
-0.88403,0.42538,0.050466
-0.95211,0.35775,0.079274
-0.87948,0.20364,0.10789
-0.63777,-0.087125,-0.00895
-0.50794,-0.24264,-0.21285
-0.57013,-0.31953,-0.47695
-0.57443,-0.27451,-0.54499
-0.45326,-0.18544,-0.51697
-0.41465,-0.16605,-0.53358
-0.48164,-0.21738,-0.64437
-0.46498,-0.22129,-0.69794
-0.13611,-0.051781,-0.05128
0.05385,0.12669,0.672
-0.16281,-0.030811,0.81473
-1.2486,-0.6414,0.46224
-0.5487,-0.50681,-0.22037
-0.31928,-0.42801,-0.32588
-0.28067,-0.35395,-0.34405
-0.43756,-0.28363,-0.28702
-0.61734,-0.19825,-0.22753
-0.60909,-0.30631,-0.22022
-0.42291,-0.31455,-0.27892
-0.33304,-0.23144,-0.31223
-0.30952,-0.12817,-0.29718
-0.23747,-0.08339,-0.17882
-0.14057,-0.065082,-0.05763
-0.07809,-0.027067,-0.027895
-0.0488,0.035203,-0.032195
-0.06766,0.077302,-0.06007
-0.09303,0.10306,-0.08391
-0.08299,0.15272,-0.13926
0.03273,0.25803,-0.17351
0.14271,0.32972,-0.21285
0.11548,0.31095,-0.16073
-0.05185,0.36091,-0.18163
-0.03871,0.10226,-0.0102
0.03093,0.12022,-0.076596
0.06546,0.12442,-0.085994
0.05853,0.11164,-0.020946
0.04474,0.1081,-0.01215
0.00902,0.11844,-0.13536
0.00863,0.12148,-0.07948
-0.00987,0.080233,-0.2013
-0.02035,0.051617,-0.23866
-0.04518,0.049659,-0.20142
-0.05808,0.033721,-0.15602
-0.05661,0.023262,-0.11069
-0.06688,0.0035682,-0.16232
-0.06132,-0.022035,-0.22922
-0.04773,-0.014844,-0.30824
-0.03201,0.010368,-0.22807
0.00119,0.03709,-0.14914
0.04347,0.060248,-0.025285
0.01112,0.065714,-0.12604
-0.04495,0.048717,-0.06162
-0.17949,-0.029425,-0.26385
-0.0873,-0.054334,-0.08157
-0.0641,-0.048143,-0.055594
-0.04524,-0.05444,-0.084776
-0.08528,-0.061176,-0.21698
-0.07456,-0.073282,-0.18223
-0.06944,-0.03828,-0.26284
-0.02424,0.0011373,-0.1957
0.00642,0.050655,-0.26934
0.04309,0.047362,-0.19581
0.09384,0.074698,0.018905
0.08255,0.037384,0.059655
0.05466,-0.018308,0.05765
0.01016,0.002156,-0.05661
-0.0372,-0.011659,-0.14852
-0.0334,-0.027996,-0.11174
-0.03409,0.0071655,-0.08367
-0.03163,0.0078281,-0.074324
-0.02103,-0.04195,-0.068296
-0.00276,-0.029426,-0.095286
0.00174,0.0030192,-0.096484
0.01169,0.01186,-0.10648
0.01591,-0.0083728,-0.14091
0.06281,-0.02099,-0.11916
0.05768,-0.0032676,-0.08769
0.02057,-0.0025624,-0.10434
0.0025,-0.025793,-0.14312
-0.00481,-0.021574,-0.12095
-0.00875,-0.0008734,-0.013605
-0.02155,-0.01956,-0.07203
0.0142,0.0054559,0.042186
0.02291,-0.0035416,0.049894
